id,numday,numvisit,firstdt,lastdt,homepage,crime,localnews,colbball,sports,colfball,business,usnews,politics,entertain,state,weather,hssports,opinion,realestate,life
1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,2019-07-19,2019-07-19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,21,2018-12-11,2019-01-05,63,0,0,1,17,0,0,1,0,1,0,0,0,0,0,2
4,1,1,2019-05-24,2019-05-24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
5,1,1,2019-02-20,2019-02-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,2019-03-16,2019-03-16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1,2019-03-08,2019-03-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,2,2019-03-01,2019-03-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
9,4,6,2019-05-02,2019-05-27,28,0,7,1,4,0,0,0,0,0,2,0,0,0,0,0
10,66,76,2018-12-06,2019-08-31,534,64,176,2,51,0,18,24,4,5,13,1,0,0,6,131
11,51,52,2018-12-25,2019-05-24,381,7,67,3,9,0,5,5,2,0,1,0,0,1,0,16
12,60,92,2019-01-20,2019-08-07,422,4,78,2,77,0,2,4,0,0,0,3,0,3,0,9
13,1,1,2019-04-14,2019-04-14,3,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0
14,1,1,2019-02-13,2019-02-13,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
15,41,53,2019-04-16,2019-07-03,572,119,167,1,7,0,4,7,2,2,13,0,0,0,0,9
16,1,1,2019-08-29,2019-08-29,13,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0
17,1,1,2019-05-31,2019-05-31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1,1,2019-06-15,2019-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,4,4,2019-02-26,2019-03-04,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,1,2,2019-03-20,2019-03-20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,10,11,2019-08-17,2019-08-31,10,1,0,24,27,0,0,0,0,0,0,0,0,0,0,0
22,73,488,2019-02-22,2019-07-22,1028,218,1373,89,558,1,68,132,83,152,79,68,0,33,21,1703
23,154,529,2019-03-25,2019-08-31,3318,5,142,105,527,0,39,7,9,10,2,9,0,0,0,72
24,1,2,2019-04-21,2019-04-21,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,2019-04-25,2019-04-25,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
26,2,2,2019-04-21,2019-04-28,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,14
27,1,1,2019-05-21,2019-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
28,3,4,2019-03-03,2019-03-23,10,1,2,2,3,0,0,0,1,0,1,1,0,0,0,0
29,1,1,2019-04-08,2019-04-08,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,2018-11-25,2018-11-25,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
31,1,1,2019-07-08,2019-07-08,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,2,2019-03-26,2019-04-26,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,1,1,2019-04-09,2019-04-09,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,140,208,2018-12-22,2019-08-31,0,5,29,782,1546,2,1,1,0,2,0,0,0,10,1,35
35,1,3,2019-06-03,2019-06-03,121,11,87,0,0,0,1,3,6,1,0,0,0,17,0,9
36,2,6,2019-02-20,2019-02-21,17,14,0,7,1,0,0,0,0,0,1,0,0,1,0,8
37,15,15,2019-02-06,2019-08-12,0,0,1,5,28,0,0,0,0,0,0,0,0,0,0,0
38,3,4,2019-06-28,2019-06-30,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,3,2019-08-25,2019-08-29,13,1,5,0,4,0,0,0,0,0,0,0,0,0,0,4
40,9,31,2019-02-26,2019-03-06,74,5,16,2,2,0,1,19,55,1,0,5,0,2,0,8
41,1,1,2019-06-20,2019-06-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,1,2019-05-23,2019-05-23,7,0,34,0,0,0,0,0,0,1,0,0,0,0,0,1
43,3,4,2019-03-23,2019-06-05,15,0,18,0,4,0,6,0,0,0,3,0,0,0,0,0
44,1,1,2019-08-12,2019-08-12,27,0,24,1,25,0,0,0,0,0,0,0,0,0,0,0
45,3,3,2019-06-06,2019-07-13,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0
46,164,207,2019-02-25,2019-08-31,1495,66,1405,9,208,0,18,20,2,3,14,20,0,20,5,46
47,1,1,2018-11-06,2018-11-06,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
48,35,103,2019-01-24,2019-02-27,786,35,48,122,129,0,5,5,9,50,3,6,0,0,1,40
49,18,30,2019-03-05,2019-07-21,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0
50,135,418,2019-02-05,2019-09-02,1828,72,442,10,33,0,21,5,5,9,13,3,0,8,12,193
51,3,3,2019-06-13,2019-06-15,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,2,2019-06-14,2019-06-15,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
53,7,9,2019-03-29,2019-08-24,15,0,21,0,0,0,1,1,1,0,2,1,0,0,0,4
54,3,3,2019-03-07,2019-03-10,15,2,6,2,2,0,0,0,3,16,0,1,0,0,0,7
55,149,150,2019-03-02,2019-09-02,868,62,197,8,31,0,5,43,11,6,14,6,0,11,2,114
56,10,13,2019-04-30,2019-05-15,94,3,19,0,0,0,1,0,0,1,0,0,0,0,4,50
57,2,2,2019-02-05,2019-02-06,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,1,2019-08-14,2019-08-14,10,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0
59,1,1,2019-05-10,2019-05-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,7,9,2019-05-24,2019-06-07,18,2,72,0,0,0,0,0,0,1,0,1,0,0,1,12
61,1,1,2019-04-16,2019-04-16,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,22,35,2019-03-12,2019-04-09,2,0,0,84,66,0,0,0,0,0,0,0,0,0,0,0
63,2,2,2019-03-16,2019-03-17,3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
64,1,2,2019-05-29,2019-05-29,4,0,70,0,0,0,0,8,0,0,0,0,0,0,0,0
65,4,4,2019-05-14,2019-08-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
66,1,1,2019-08-04,2019-08-04,2,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0
67,7,7,2019-01-09,2019-01-25,0,2,27,1,17,0,0,2,2,0,0,2,0,0,0,0
68,1,2,2019-02-24,2019-02-24,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
69,1,2,2019-08-27,2019-08-27,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
70,2,2,2019-05-04,2019-05-05,4,0,5,0,0,0,0,0,1,0,0,0,0,8,0,0
71,1,1,2019-07-14,2019-07-14,4,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0
72,1,1,2019-07-06,2019-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
73,2,3,2018-12-22,2018-12-23,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,13,57,2019-06-20,2019-07-11,6,27,194,3,9,0,10,17,3,4,0,1,0,28,0,42
75,1,1,2019-08-06,2019-08-06,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
76,1,1,2019-06-29,2019-06-29,16,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0
77,6,10,2019-06-19,2019-07-10,27,0,7,0,0,0,0,0,0,0,0,2,0,0,0,2
78,179,276,2018-11-04,2019-08-31,47,3,496,704,2007,8,23,15,14,0,1,6,1,34,0,17
79,1,1,2019-03-15,2019-03-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,3,5,2019-06-05,2019-06-10,48,2,11,0,0,0,0,0,0,0,1,0,0,0,0,252
81,50,73,2019-01-15,2019-04-05,12,2,3,77,452,0,0,0,0,2,0,0,0,0,0,0
82,1,1,2019-08-02,2019-08-02,29,4,19,0,9,0,0,3,2,0,0,0,0,0,0,13
83,1,1,2019-07-22,2019-07-22,9,0,80,0,0,0,0,0,11,0,0,0,0,0,0,0
84,1,1,2019-07-16,2019-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,1,2019-03-13,2019-03-13,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
86,1,2,2019-07-19,2019-07-19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,9
87,1,1,2019-05-03,2019-05-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,2,2019-06-23,2019-06-24,5,3,117,0,0,0,0,8,16,0,0,0,0,17,0,0
89,1,1,2018-10-26,2018-10-26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,2019-04-26,2019-04-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,159,253,2018-11-24,2019-06-11,2221,44,200,168,250,3,6,16,21,6,24,5,0,11,0,22
92,7,16,2019-05-27,2019-06-02,137,8,26,2,23,0,2,2,0,1,0,1,0,0,3,43
93,12,17,2019-02-14,2019-03-10,0,0,2,0,93,0,0,0,0,0,0,0,0,0,0,0
94,3,3,2019-07-11,2019-07-14,13,2,5,1,3,0,0,0,0,1,0,0,0,0,0,0
95,1,1,2019-08-01,2019-08-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,4,5,2019-08-01,2019-08-26,0,0,22,0,3,0,0,0,0,0,0,0,0,0,0,2
97,1,2,2019-08-18,2019-08-18,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
98,1,1,2019-07-16,2019-07-16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
99,1,1,2019-06-12,2019-06-12,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,1,2019-05-06,2019-05-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,7,9,2019-06-18,2019-08-05,6,10,45,0,2,0,0,0,0,0,0,0,0,0,0,0
102,1,1,2019-02-25,2019-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,1,2019-05-14,2019-05-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,54,66,2018-12-27,2019-06-24,66,10,395,4,36,0,11,11,0,2,6,0,0,8,1,38
105,144,172,2018-12-08,2019-09-02,1139,24,63,46,266,0,3,7,3,7,5,8,0,4,0,31
106,1,1,2019-08-21,2019-08-21,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,2019-02-23,2019-02-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,2,2019-07-20,2019-07-21,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
109,1,1,2019-08-31,2019-08-31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
110,2,2,2019-02-25,2019-03-26,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0
111,32,101,2019-04-29,2019-06-19,567,49,220,0,4,0,3,2,4,1,3,3,0,7,6,3
112,3,10,2019-03-12,2019-03-14,11,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1
113,3,3,2019-08-20,2019-08-30,3,0,60,0,0,0,1,0,0,2,0,1,0,1,0,2
114,41,72,2018-11-08,2018-12-20,234,69,75,7,9,0,1,0,0,0,8,8,0,1,0,5
115,1,1,2019-07-07,2019-07-07,2,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0
116,1,1,2019-07-08,2019-07-08,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
117,7,7,2019-05-14,2019-06-28,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,1
118,1,1,2019-07-02,2019-07-02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,1,2019-02-21,2019-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6,7,2019-01-25,2019-07-20,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0,2
121,159,348,2019-02-26,2019-08-31,984,64,585,2,48,0,78,23,24,18,5,30,0,1,31,281
122,33,63,2019-03-08,2019-08-05,744,54,142,58,96,0,18,10,14,12,22,4,0,0,0,46
123,1,1,2019-07-26,2019-07-26,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0
124,1,1,2019-06-17,2019-06-17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
125,16,17,2019-01-15,2019-04-11,51,1,18,6,6,0,1,0,2,0,0,1,0,0,0,0
126,9,17,2019-03-10,2019-04-08,15,21,7,0,1,0,0,0,0,3,0,0,0,0,0,0
127,1,1,2019-08-13,2019-08-13,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
128,1,1,2019-08-20,2019-08-20,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
129,13,41,2018-10-31,2018-11-12,47,1,4,0,12,0,0,11,99,0,6,0,0,34,0,0
130,5,5,2019-07-17,2019-07-21,90,2,3,0,5,0,0,0,1,2,0,0,0,0,0,4
131,1,1,2019-06-10,2019-06-10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,33,71,2019-02-21,2019-03-28,131,58,23,23,36,0,5,4,4,2,8,10,0,0,9,10
133,1,1,2019-01-31,2019-01-31,1,0,3,1,7,0,0,0,0,1,0,0,0,0,0,1
134,2,2,2019-02-01,2019-02-02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,1,2019-05-21,2019-05-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,1,2019-07-01,2019-07-01,18,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,1,2019-03-18,2019-03-18,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
138,1,1,2019-08-10,2019-08-10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
139,108,244,2019-03-24,2019-08-05,905,268,438,0,17,0,39,23,9,40,37,8,0,0,5,174
140,56,251,2018-11-07,2019-01-04,1091,86,52,75,117,2,5,12,9,29,8,12,0,122,0,156
141,5,16,2019-02-04,2019-02-08,173,16,8,2,11,0,0,0,2,2,0,8,0,1,41,1
142,4,4,2019-06-06,2019-06-29,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0
143,1,1,2019-06-06,2019-06-06,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,1,2019-06-15,2019-06-15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1,2019-03-14,2019-03-14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
146,153,584,2019-03-27,2019-09-02,1894,245,1000,3,41,0,38,35,24,40,53,26,0,34,7,185
147,1,1,2019-07-09,2019-07-09,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
148,1,2,2019-08-21,2019-08-21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3,4,2019-05-24,2019-06-11,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
150,1,1,2019-05-28,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,1,2019-06-09,2019-06-09,16,0,2,0,6,0,1,0,0,6,0,0,0,0,0,18
152,1,1,2019-06-25,2019-06-25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
153,1,2,2019-04-24,2019-04-24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,17,36,2019-02-21,2019-03-09,190,41,110,5,7,0,11,17,16,1,25,2,0,5,46,6
155,1,1,2019-07-15,2019-07-15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
156,8,17,2019-03-20,2019-04-11,64,1,8,0,50,0,0,0,0,0,2,0,0,0,0,0
157,13,19,2018-12-24,2019-06-02,49,5,1,2,29,1,0,0,3,0,0,0,0,0,0,6
158,10,11,2019-03-04,2019-05-28,3,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1
159,55,109,2019-06-03,2019-08-31,895,15,85,0,189,0,5,4,4,0,0,0,0,0,1,24
160,1,1,2019-06-04,2019-06-04,9,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0
161,1,1,2019-07-19,2019-07-19,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,2,2019-01-29,2019-01-29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2,5,2019-08-09,2019-08-10,13,0,19,3,9,0,1,2,4,0,0,0,0,0,0,0
164,1,2,2018-11-13,2018-11-13,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
165,1,2,2019-03-09,2019-03-09,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
166,5,6,2019-08-21,2019-08-29,18,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0
167,2,8,2019-04-16,2019-04-17,42,2,3,2,1,0,2,0,0,0,2,0,0,0,0,0
168,1,1,2019-07-07,2019-07-07,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,1,2019-08-21,2019-08-21,5,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
170,1,1,2019-08-09,2019-08-09,16,2,7,0,3,0,0,0,0,0,1,0,0,0,0,0
171,9,10,2019-02-25,2019-03-22,0,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0
172,1,1,2019-06-22,2019-06-22,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
173,1,1,2019-05-06,2019-05-06,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,1,2019-03-12,2019-03-12,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2
175,1,1,2019-02-02,2019-02-02,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
176,112,276,2019-03-12,2019-08-30,1458,46,375,1,43,0,34,9,2,27,14,19,0,4,31,207
177,1,1,2019-07-19,2019-07-19,20,11,10,0,16,0,0,0,11,0,0,0,0,0,0,16
178,81,142,2019-02-15,2019-06-03,1117,140,323,30,154,3,24,6,24,8,36,26,0,3,0,110
179,20,36,2019-03-06,2019-03-31,37,3,15,14,18,0,2,1,2,1,1,0,0,0,0,3
180,1,1,2019-08-26,2019-08-26,60,3,59,0,19,0,0,6,3,0,1,0,0,0,1,5
181,3,3,2019-02-23,2019-02-25,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,1,2019-07-09,2019-07-09,11,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0
183,1,1,2019-06-17,2019-06-17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,53,67,2018-12-19,2019-08-29,7,0,3,4,213,1,0,0,0,0,0,3,0,0,0,1
185,41,79,2019-03-11,2019-05-10,369,2,23,0,1,0,6,0,7,1,0,0,0,0,0,4
186,1,1,2018-10-31,2018-10-31,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
187,28,35,2019-03-13,2019-04-10,53,27,188,82,177,0,4,2,4,4,16,2,0,6,6,15
188,1,1,2019-07-31,2019-07-31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
189,7,12,2019-04-16,2019-04-25,159,4,27,0,11,0,5,3,0,1,4,0,0,4,0,3
190,3,3,2019-03-09,2019-06-07,2,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0
191,1,2,2019-04-28,2019-04-28,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,1,2019-06-19,2019-06-19,9,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0
193,1,1,2019-01-09,2019-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,4,9,2019-04-18,2019-04-24,77,4,36,0,0,0,0,0,0,2,0,0,0,0,0,8
195,2,2,2019-05-29,2019-05-30,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
196,1,1,2019-03-27,2019-03-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197,6,11,2019-02-26,2019-03-08,27,1,0,9,33,0,0,0,0,0,0,2,0,0,0,0
198,1,2,2019-07-16,2019-07-16,23,3,105,0,0,0,9,10,4,0,0,2,0,0,0,0
199,38,80,2019-02-12,2019-08-29,0,21,100,170,367,0,0,0,0,0,0,1,0,4,0,24
200,43,54,2019-03-03,2019-05-01,0,0,5,30,160,0,1,1,0,0,0,0,0,0,0,0
201,10,12,2019-01-19,2019-02-09,32,3,9,1,0,0,0,0,1,1,1,4,0,0,0,2
202,1,1,2019-08-18,2019-08-18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
203,39,76,2019-07-11,2019-08-18,943,27,131,35,303,0,13,2,0,3,1,2,0,0,0,82
204,1,1,2019-08-31,2019-08-31,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
205,4,17,2019-04-29,2019-05-02,61,2,96,1,14,0,0,4,37,0,6,0,0,9,0,12
206,135,541,2019-04-13,2019-08-31,3974,219,971,24,252,0,19,49,41,22,45,35,0,30,3,131
207,27,94,2019-07-04,2019-07-30,368,40,170,0,16,0,9,6,5,9,3,23,0,0,0,76
208,228,403,2018-11-28,2019-08-30,2941,63,327,69,179,0,14,10,25,82,14,6,0,0,55,411
209,14,15,2019-03-20,2019-08-29,42,3,18,4,23,0,1,1,0,3,1,1,0,0,0,0
210,103,229,2019-03-26,2019-08-31,1557,243,616,0,29,0,19,27,11,6,27,6,0,38,0,112
211,1,1,2019-08-14,2019-08-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2,2,2019-07-20,2019-07-21,10,4,5,0,0,0,0,0,0,1,0,1,0,0,0,2
213,57,128,2019-06-18,2019-09-02,1065,25,249,13,204,0,18,11,6,4,4,1,0,14,2,95
214,1,1,2019-05-22,2019-05-22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
215,3,5,2019-03-19,2019-03-21,6,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0
216,1,1,2019-08-22,2019-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
217,196,275,2018-11-01,2019-08-31,17,0,6,164,2692,0,0,0,0,0,0,0,0,1,0,1
218,10,10,2019-05-28,2019-06-25,104,2,7,0,0,0,0,1,0,0,1,0,0,3,4,92
219,5,5,2019-03-18,2019-06-01,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0
220,13,14,2018-11-19,2019-02-21,96,3,52,0,1,0,41,2,6,0,0,0,0,2,0,1
221,11,12,2019-04-25,2019-08-30,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,10
222,23,31,2019-02-26,2019-08-12,2,0,0,110,82,0,0,0,0,0,0,0,0,0,0,0
223,1,1,2019-03-21,2019-03-21,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
224,58,72,2019-03-04,2019-08-23,0,8,80,0,68,0,0,0,0,0,0,0,0,0,0,84
225,166,290,2018-12-12,2019-08-31,25,62,4443,0,15,0,14,111,1,8,147,3,0,5,0,50
226,45,62,2019-04-23,2019-08-23,248,11,82,10,19,0,5,2,1,0,2,5,0,0,0,2
227,3,17,2019-08-28,2019-08-30,385,13,56,5,57,1,5,1,3,1,2,0,0,0,2,22
228,27,37,2019-03-08,2019-04-22,0,6,184,3,19,0,0,0,0,0,1,0,0,0,0,0
229,1,1,2019-02-18,2019-02-18,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1
230,1,1,2019-08-30,2019-08-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,1,2019-04-17,2019-04-17,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
232,1,1,2019-05-29,2019-05-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,6,6,2019-04-05,2019-05-02,6,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0
234,1,1,2019-07-29,2019-07-29,1,0,19,0,5,0,0,3,0,0,0,0,0,16,0,0
235,14,25,2019-03-27,2019-04-09,401,39,213,41,362,0,32,5,13,20,48,7,0,0,6,89
236,8,13,2019-02-27,2019-03-08,110,7,36,0,3,0,2,9,3,4,5,1,0,3,0,6
237,1,1,2019-03-01,2019-03-01,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0
238,8,19,2019-04-08,2019-04-15,65,7,37,2,13,0,1,2,4,2,0,0,0,0,1,7
239,4,5,2019-03-21,2019-06-04,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,89,272,2019-03-24,2019-06-28,1301,25,69,50,256,0,2,7,1,5,6,2,0,11,0,33
241,1,1,2019-05-18,2019-05-18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
242,22,31,2019-01-22,2019-02-18,266,13,63,1,5,0,3,7,10,0,7,3,0,43,1,2
243,187,526,2018-11-10,2019-08-30,4004,48,636,4,113,0,88,29,24,31,41,3,0,18,7,138
244,76,83,2019-01-19,2019-04-21,1374,195,263,11,35,0,37,33,11,25,43,12,0,1,88,69
245,1,1,2019-07-03,2019-07-03,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1,1,2019-05-07,2019-05-07,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1,1,2019-08-23,2019-08-23,31,1,8,1,17,0,0,0,0,0,0,0,0,0,0,0
248,13,18,2019-01-27,2019-03-01,76,1,12,0,0,0,2,4,3,1,0,0,0,0,0,5
249,1,2,2019-08-23,2019-08-23,18,2,5,1,18,0,0,0,0,0,0,0,0,0,1,0
250,9,11,2019-01-15,2019-02-13,0,12,20,1,12,0,0,0,0,0,0,0,0,0,0,0
251,2,5,2019-07-04,2019-07-05,34,0,7,0,11,0,0,0,0,0,0,7,0,0,0,3
252,1,1,2019-08-24,2019-08-24,3,1,19,0,0,0,0,0,5,0,0,0,0,0,0,0
253,8,30,2019-06-01,2019-06-15,263,11,34,2,74,0,2,0,0,2,0,3,0,0,0,201
254,1,1,2019-07-30,2019-07-30,9,1,6,0,11,0,0,0,1,0,0,0,0,0,0,0
255,1,1,2019-02-22,2019-02-22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
256,1,2,2019-07-07,2019-07-07,25,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3
257,23,28,2019-07-02,2019-08-28,2,1,37,0,1,0,0,0,0,0,0,0,0,0,0,80
258,1,1,2019-07-17,2019-07-17,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1,1,2019-04-27,2019-04-27,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
260,1,1,2019-02-12,2019-02-12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2,2,2019-08-25,2019-08-27,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
262,7,16,2019-05-16,2019-05-24,216,10,44,5,30,0,0,0,1,2,2,0,0,0,0,10
263,1,1,2019-07-13,2019-07-13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2,2,2019-04-15,2019-04-16,18,0,10,2,3,0,0,1,0,0,0,0,0,0,0,2
265,1,1,2019-03-28,2019-03-28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,1,2019-07-09,2019-07-09,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
267,1,1,2019-03-06,2019-03-06,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
