id,numday,numvisit,firstdt,lastdt,homepage,crime,localnews,colbball,sports,colfball,business,usnews,politics,entertain,state,weather,hssports,opinion,realestate,life
9827,9,10,2019-08-18,2019-08-30,62,3,41,0,8,0,4,0,0,0,0,1,0,3,0,0
9828,1,1,2019-04-29,2019-04-29,7,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
9829,4,4,2019-02-08,2019-02-15,16,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
9830,4,5,2019-03-31,2019-04-19,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
9831,101,570,2019-05-20,2019-08-31,87,96,1571,1,46,0,25,31,13,9,14,2,0,128,1,238
9832,1,1,2019-03-14,2019-03-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9833,55,65,2018-12-21,2019-04-21,90,12,61,0,0,1,0,1,2,2,2,5,0,1,0,12
9834,25,31,2019-03-11,2019-04-29,122,8,12,9,23,0,0,4,4,2,1,2,0,0,0,13
9835,6,12,2019-02-14,2019-02-20,26,0,4,0,4,0,3,0,1,1,0,1,0,0,0,1
9836,1,2,2019-06-13,2019-06-13,19,0,11,0,0,0,0,3,1,0,0,0,0,0,0,8
9837,40,134,2019-06-17,2019-07-30,618,41,104,4,39,0,18,11,7,2,4,1,0,4,0,14
9838,2,4,2019-02-16,2019-02-17,13,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0
9839,4,9,2019-04-21,2019-04-24,99,18,21,0,15,0,0,0,0,0,1,0,0,0,0,0
9840,1,1,2019-07-13,2019-07-13,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,2,2,2019-05-29,2019-06-01,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,6,14,2019-08-26,2019-08-31,49,6,48,0,20,0,5,0,1,0,0,0,0,0,0,12
9843,57,131,2019-03-01,2019-08-28,495,158,516,2,70,0,61,17,48,10,76,22,0,80,5,87
9844,1,1,2018-12-27,2018-12-27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9845,66,94,2019-01-09,2019-08-21,629,72,181,1,21,0,4,9,21,6,14,15,0,8,0,21
9846,14,17,2019-03-16,2019-08-30,53,1,86,1,18,0,6,2,0,0,1,0,0,29,0,4
9847,5,5,2018-11-09,2018-11-14,7,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
9848,1,1,2019-03-28,2019-03-28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9849,1,1,2019-06-13,2019-06-13,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9850,1,1,2019-06-07,2019-06-07,26,0,4,0,1,0,0,0,0,0,5,0,0,0,0,0
9851,1,1,2019-05-02,2019-05-02,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9852,21,34,2019-01-23,2019-02-22,0,1,27,0,21,0,1,0,10,0,1,0,0,14,0,0
9853,84,116,2019-03-04,2019-08-31,5,4,59,247,193,0,0,0,0,0,1,0,0,1,0,10
9854,35,44,2018-11-10,2019-08-14,133,4,12,23,22,0,0,1,2,1,4,8,0,0,0,7
9855,45,94,2019-06-19,2019-08-30,10,3,855,0,3,0,0,0,0,26,1,1,0,228,0,1323
9856,4,5,2019-06-05,2019-07-03,3,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0
9857,1,1,2019-08-10,2019-08-10,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
9858,2,2,2019-07-12,2019-07-13,9,1,31,0,9,0,2,0,0,1,0,1,0,0,0,12
9859,44,48,2019-02-28,2019-08-31,25,3,169,0,4,0,8,2,5,1,9,10,0,28,0,58
9860,1,1,2019-05-14,2019-05-14,9,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0
9861,13,24,2019-02-22,2019-08-02,76,23,41,0,0,0,4,3,2,11,1,26,0,0,0,16
9862,1,1,2019-05-07,2019-05-07,36,2,26,0,16,0,0,2,0,0,0,0,0,0,0,0
9863,23,51,2019-06-28,2019-07-21,639,76,193,8,82,0,4,16,1,4,1,4,0,4,0,85
9864,15,25,2018-11-05,2019-01-01,42,1,3,0,36,0,0,0,1,0,0,0,0,1,0,22
9865,1,1,2019-08-20,2019-08-20,27,1,11,3,10,0,0,0,1,0,0,0,0,0,0,0
9866,1,1,2018-12-09,2018-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9867,1,1,2019-06-30,2019-06-30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,4,6,2019-04-05,2019-04-14,71,0,14,0,3,0,0,0,0,0,1,0,0,0,0,4
9869,1,2,2019-08-28,2019-08-28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9870,1,1,2019-05-01,2019-05-01,0,0,21,1,41,0,0,0,1,1,0,0,0,0,0,2
9871,11,11,2019-08-05,2019-08-31,2,0,6,3,25,0,0,0,0,0,0,0,0,0,0,0
9872,22,23,2019-02-26,2019-06-10,60,1,6,3,4,0,1,0,2,0,1,0,0,0,0,2
9873,1,1,2019-04-28,2019-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
9874,1,1,2019-07-08,2019-07-08,5,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0
9875,1,1,2019-02-16,2019-02-16,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
9876,1,1,2019-02-14,2019-02-14,6,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
9877,139,266,2019-01-10,2019-08-30,977,23,552,20,36,0,35,16,11,16,15,29,0,50,60,189
9878,1,1,2019-03-22,2019-03-22,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0
9879,1,1,2019-04-03,2019-04-03,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
9880,227,516,2018-11-29,2019-08-07,3678,20,91,121,771,0,1,12,18,6,2,0,0,32,2,20
9881,42,119,2019-01-18,2019-02-28,287,75,107,18,22,0,20,12,26,13,10,28,0,6,2,56
9882,1,1,2019-04-22,2019-04-22,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9883,1,1,2019-04-05,2019-04-05,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
9884,2,3,2019-08-20,2019-08-21,85,3,71,0,1,0,0,1,2,1,8,0,0,3,0,5
9885,69,87,2019-01-03,2019-08-06,14,17,155,1,22,0,5,2,2,14,0,4,1,15,3,288
9886,1,3,2019-03-23,2019-03-23,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9887,72,308,2018-12-29,2019-04-23,223,0,20,0,0,0,5,1,0,3,0,0,0,5,0,93
9888,1,1,2019-01-23,2019-01-23,2,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0
9889,1,1,2019-08-06,2019-08-06,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890,1,1,2019-06-05,2019-06-05,11,0,4,1,1,0,0,0,0,0,0,1,0,22,0,0
9891,1,1,2019-07-29,2019-07-29,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,2
9892,1,1,2019-02-11,2019-02-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9893,5,10,2018-11-05,2018-11-09,97,0,43,5,66,0,0,0,0,0,0,0,0,0,0,0
9894,1,1,2019-08-27,2019-08-27,15,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
9895,1,1,2019-06-18,2019-06-18,17,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0
9896,1,2,2019-07-11,2019-07-11,18,1,10,0,9,0,6,0,0,0,0,0,0,0,0,21
9897,1,1,2019-04-20,2019-04-20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
9898,29,60,2019-05-01,2019-06-21,621,47,106,9,21,0,5,5,1,3,12,2,0,0,4,31
9899,25,31,2018-11-25,2019-06-07,104,1,3,21,19,0,2,6,2,2,2,0,0,68,0,10
9900,1,2,2019-02-28,2019-02-28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
9901,1,1,2019-02-09,2019-02-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9902,21,23,2019-06-04,2019-07-27,388,15,83,0,4,0,4,8,0,7,2,3,0,0,2,121
9903,1,1,2019-08-03,2019-08-03,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,1,1,2019-02-10,2019-02-10,1,0,0,1,9,0,0,0,0,0,0,2,0,0,0,0
9905,2,3,2019-04-01,2019-04-09,27,1,2,0,2,0,0,0,0,0,1,0,0,0,0,6
9906,1,1,2019-05-20,2019-05-20,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0
9907,1,1,2019-07-09,2019-07-09,37,3,19,0,9,0,0,2,0,0,0,1,0,0,0,12
9908,10,11,2018-11-15,2019-04-05,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,37
9909,1,1,2019-07-23,2019-07-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9910,8,18,2019-02-22,2019-03-01,207,41,48,67,234,0,17,8,26,5,13,19,0,13,4,7
9911,78,147,2019-05-20,2019-08-31,4,295,1523,0,9,0,68,20,2,1,38,22,0,9,2,77
9912,1,2,2019-07-26,2019-07-26,31,12,80,0,0,0,0,2,0,0,8,0,0,0,0,0
9913,10,13,2019-08-17,2019-08-29,43,7,49,0,10,0,1,0,0,1,2,4,0,0,4,71
9914,3,5,2019-08-04,2019-08-06,73,1,47,0,3,0,0,1,0,0,0,0,0,0,0,0
9915,14,16,2018-12-07,2019-08-09,87,1,29,1,7,0,2,1,0,0,0,0,0,0,0,0
9916,50,61,2019-02-24,2019-08-31,2,0,83,0,224,0,0,0,0,0,0,0,0,1,1,68
9917,1,1,2019-04-19,2019-04-19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,1,1,2019-07-18,2019-07-18,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
9919,5,5,2018-11-22,2018-11-29,6,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0
9920,1,1,2019-08-28,2019-08-28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
9921,1,1,2019-04-25,2019-04-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9922,1,1,2019-07-10,2019-07-10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9923,3,3,2019-08-20,2019-08-29,6,0,0,9,59,0,0,0,0,0,0,0,0,0,0,0
9924,5,5,2019-05-07,2019-06-28,29,5,5,0,15,0,0,0,0,0,0,0,0,0,0,0
9925,1,1,2019-06-11,2019-06-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9926,1,1,2019-07-11,2019-07-11,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
9927,1,1,2019-04-26,2019-04-26,11,0,5,0,0,0,0,0,0,2,0,0,0,0,0,20
9928,9,14,2019-03-24,2019-06-05,42,15,41,0,0,0,3,1,0,0,4,2,0,0,0,3
9929,1,1,2019-07-21,2019-07-21,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9930,1,2,2019-08-23,2019-08-23,5,0,59,0,0,0,0,3,3,0,0,0,0,0,0,25
9931,1,1,2019-03-05,2019-03-05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9932,2,5,2019-02-21,2019-02-22,13,0,5,6,9,0,0,0,0,0,0,2,0,0,0,0
9933,1,1,2019-05-10,2019-05-10,8,0,0,0,8,0,0,0,0,2,0,0,0,0,0,6
9934,1,1,2019-08-21,2019-08-21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
9935,2,6,2019-05-07,2019-05-13,25,0,47,0,8,0,0,0,19,0,0,2,0,0,0,0
9936,1,2,2019-07-01,2019-07-01,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
9937,1,1,2019-03-28,2019-03-28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9938,31,35,2019-03-18,2019-07-23,8,8,95,0,2,0,0,2,0,0,3,1,0,0,0,3
9939,259,1440,2018-12-09,2019-09-02,33,126,7683,297,5651,0,10,6,30,4,27,31,0,7,0,89
9940,1,1,2019-03-28,2019-03-28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
9941,65,134,2019-06-14,2019-08-31,40,15,672,40,805,1,28,0,2,11,1,10,0,175,6,145
9942,1,1,2019-07-22,2019-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9943,7,19,2019-04-17,2019-04-24,61,1,8,2,22,0,0,1,0,2,0,0,0,0,0,1
9944,11,12,2019-07-23,2019-08-30,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,20
9945,2,6,2019-05-14,2019-05-15,16,1,26,0,0,0,3,0,6,0,0,0,0,0,0,1
9946,71,161,2019-06-02,2019-09-02,1318,265,1150,51,327,0,35,102,28,22,48,5,0,24,0,155
9947,1,1,2018-12-10,2018-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9948,1,1,2019-06-20,2019-06-20,13,1,18,0,2,0,0,0,0,0,1,0,0,0,0,0
9949,1,1,2019-02-19,2019-02-19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
9950,7,23,2019-06-25,2019-07-03,311,8,40,0,8,0,6,2,3,2,1,0,0,4,0,57
9951,7,13,2018-11-19,2018-12-13,45,5,3,0,2,0,0,3,0,0,5,2,0,0,0,0
9952,1,1,2019-06-05,2019-06-05,0,0,0,11,26,0,0,0,0,0,0,0,0,0,0,0
9953,1,1,2019-06-22,2019-06-22,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
9954,2,2,2019-05-20,2019-05-23,53,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
9955,1,1,2019-04-25,2019-04-25,0,0,8,0,0,0,0,0,4,2,0,0,0,0,0,9
9956,2,2,2019-03-06,2019-03-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9957,14,17,2018-11-13,2018-12-11,39,0,9,30,44,0,0,0,0,0,1,2,0,1,0,1
9958,189,324,2018-11-04,2019-08-09,1292,48,168,288,744,4,18,16,38,10,8,87,0,8,4,45
9959,1,1,2019-04-02,2019-04-02,3,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0
9960,1,1,2019-08-09,2019-08-09,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
9961,87,221,2019-04-23,2019-09-02,1380,95,1400,7,110,0,44,22,36,10,27,14,0,157,3,182
9962,1,1,2019-03-31,2019-03-31,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
9963,39,48,2018-12-20,2019-02-12,209,20,115,1,1,0,29,0,3,2,2,3,0,1,86,15
9964,1,1,2019-05-30,2019-05-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9965,1,1,2019-05-30,2019-05-30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9966,1,1,2019-01-30,2019-01-30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9967,20,24,2019-02-24,2019-08-29,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,5
9968,12,16,2019-03-28,2019-04-11,88,3,5,10,24,0,1,1,0,0,3,1,0,0,0,0
9969,1,1,2019-06-17,2019-06-17,20,0,0,1,10,0,0,0,0,3,0,0,0,0,0,4
9970,1,2,2019-04-28,2019-04-28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9971,12,18,2019-04-27,2019-05-14,5,0,4,4,129,0,0,0,0,0,0,0,0,0,0,0
9972,10,17,2019-07-18,2019-07-27,107,11,26,0,12,0,0,0,0,1,0,0,0,0,0,3
9973,4,5,2019-08-29,2019-09-02,28,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0
9974,21,23,2019-03-04,2019-08-30,43,4,11,0,22,0,1,0,0,0,1,1,0,8,1,5
9975,1,1,2019-06-12,2019-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9976,2,3,2019-02-21,2019-02-27,12,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0
9977,23,134,2019-05-27,2019-06-22,1408,17,38,1,96,0,3,3,0,4,2,9,0,2,0,10
9978,127,355,2019-02-16,2019-08-22,2148,264,461,9,21,0,29,27,37,75,40,9,0,25,0,206
9979,1,1,2019-08-04,2019-08-04,12,0,28,0,0,0,3,8,0,0,0,0,0,0,0,0
9980,1,1,2019-05-01,2019-05-01,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
9981,4,4,2019-03-29,2019-04-17,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2
9982,151,475,2018-11-11,2019-04-27,2215,278,1156,13,75,0,19,20,28,14,47,29,0,7,5,22
9983,119,581,2018-11-22,2019-03-24,1,0,2,1102,141,1,0,0,0,0,0,0,0,0,0,0
9984,2,4,2019-02-26,2019-02-27,7,2,0,7,1,0,0,1,0,0,1,0,0,0,0,0
9985,1,1,2019-06-20,2019-06-20,28,3,102,0,0,0,0,11,2,0,0,0,0,0,0,0
9986,56,85,2019-05-22,2019-08-13,208,14,216,32,489,0,5,6,4,5,1,14,0,0,0,42
9987,1,1,2019-04-26,2019-04-26,2,0,3,1,38,0,0,0,0,0,1,4,0,0,0,0
9988,1,2,2019-01-24,2019-01-24,45,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0
9989,15,23,2019-07-31,2019-08-29,143,35,114,5,84,0,5,2,1,6,0,2,0,0,27,52
9990,5,8,2019-08-24,2019-08-30,19,0,0,8,75,0,0,0,0,0,0,0,0,0,0,0
9991,2,2,2019-07-22,2019-07-23,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9992,3,3,2018-12-09,2019-02-20,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0
9993,1,1,2019-07-19,2019-07-19,19,2,8,0,20,0,0,0,0,0,0,0,0,0,0,0
9994,1,1,2019-08-16,2019-08-16,16,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0
9995,15,40,2019-02-01,2019-02-28,70,9,20,6,8,0,3,1,0,0,2,4,0,0,2,3
9996,1,1,2019-06-20,2019-06-20,16,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0
9997,10,13,2019-03-12,2019-04-08,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0
9998,1,1,2019-02-12,2019-02-12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9999,1,1,2019-07-22,2019-07-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,1,1,2019-07-25,2019-07-25,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,1,1,2019-04-02,2019-04-02,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10002,175,300,2018-12-07,2019-08-30,1862,140,462,102,336,2,79,24,20,23,25,32,0,5,6,139
10003,1,1,2019-06-18,2019-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10004,1,3,2019-04-26,2019-04-26,25,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0
10005,1,1,2019-06-19,2019-06-19,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
10006,71,97,2018-11-29,2019-06-25,538,52,431,40,191,0,4,17,9,5,16,0,0,1,24,97
10007,1,1,2019-05-22,2019-05-22,7,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0
10008,6,10,2019-08-16,2019-08-31,68,0,1,3,25,0,0,0,1,0,1,0,0,0,0,0
10009,1,1,2019-08-17,2019-08-17,3,3,38,3,30,0,0,0,0,0,0,0,0,0,0,0
10010,1,1,2019-02-21,2019-02-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10011,45,79,2019-04-24,2019-08-28,645,95,274,6,48,0,4,18,0,22,8,10,0,8,2,86
10012,115,280,2019-04-27,2019-08-31,1595,61,244,2,89,0,22,6,7,19,3,2,0,4,9,493
10013,27,31,2019-03-07,2019-08-31,0,0,67,1,84,0,0,0,0,0,0,0,0,0,0,17
10014,7,17,2019-08-19,2019-08-25,67,67,71,0,8,0,15,0,0,2,3,0,0,0,9,42
10015,1,1,2019-02-21,2019-02-21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10016,1,2,2019-07-29,2019-07-29,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
10017,9,26,2019-03-01,2019-03-09,30,2,4,49,11,1,0,0,1,0,0,3,0,0,0,0
10018,1,1,2019-07-30,2019-07-30,17,0,6,0,16,0,1,0,0,0,0,1,0,0,0,0
10019,5,17,2019-02-09,2019-02-13,123,15,15,4,3,0,3,0,1,2,3,6,0,0,0,3
10020,1,1,2019-07-16,2019-07-16,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,1,1,2019-08-19,2019-08-19,2,0,4,0,34,0,0,0,0,0,0,0,0,9,0,0
10022,1,1,2019-02-13,2019-02-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10023,1,1,2019-03-29,2019-03-29,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
10024,34,38,2019-04-03,2019-08-22,0,0,33,0,21,0,0,0,0,0,0,0,0,3,0,35
10025,22,48,2018-12-13,2019-01-04,135,12,15,2,4,0,2,0,1,0,0,1,0,3,0,7
10026,1,2,2019-04-19,2019-04-19,0,1,14,0,37,0,0,0,0,0,0,0,0,0,0,0
10027,148,367,2018-12-13,2019-08-30,3717,430,2583,8,101,0,73,90,22,40,116,39,0,85,2,496
10028,34,77,2019-05-07,2019-06-25,821,15,59,35,201,0,4,4,3,3,0,1,0,0,0,21
10029,3,3,2019-04-22,2019-08-15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10
10030,4,6,2019-07-26,2019-08-14,22,1,10,0,0,0,1,0,0,1,0,0,0,0,0,10
10031,1,1,2019-02-13,2019-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10032,1,1,2019-02-24,2019-02-24,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10033,2,3,2019-05-01,2019-05-02,2,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0
10034,1,1,2019-05-30,2019-05-30,1,0,4,0,0,0,1,0,0,1,0,0,0,30,0,1
10035,1,1,2019-02-16,2019-02-16,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0
10036,1,3,2019-08-28,2019-08-28,18,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1
10037,1,1,2019-04-17,2019-04-17,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
10038,20,27,2019-05-06,2019-08-31,54,6,68,0,5,0,1,0,1,2,0,0,0,0,0,22
10039,6,6,2019-02-14,2019-05-04,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31
10040,1,1,2019-03-19,2019-03-19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10041,4,9,2019-07-21,2019-07-26,73,3,16,0,0,0,0,0,1,0,0,1,0,15,0,2
10042,1,1,2019-06-14,2019-06-14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
10043,1,1,2018-11-30,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10044,1,1,2019-07-30,2019-07-30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10045,1,3,2019-08-19,2019-08-19,137,2,124,0,16,0,0,9,5,0,0,0,0,0,0,27
10046,1,1,2019-03-08,2019-03-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10047,1,1,2019-01-28,2019-01-28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
10048,1,2,2019-04-15,2019-04-15,1,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0
10049,51,61,2019-05-14,2019-07-17,1325,31,324,6,81,0,2,6,3,10,7,0,0,96,0,84
10050,2,6,2019-06-08,2019-06-09,86,12,257,0,0,0,0,7,14,0,0,25,0,133,0,76
10051,2,3,2019-02-15,2019-05-17,9,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
10052,42,71,2019-03-21,2019-05-30,424,6,16,1,400,0,0,0,0,3,2,0,0,2,0,8
10053,32,80,2018-12-28,2019-02-02,329,65,34,123,180,1,2,3,2,0,5,1,0,5,0,1
10054,1,1,2019-02-28,2019-02-28,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10055,2,3,2019-05-23,2019-05-24,20,1,85,0,0,0,0,2,14,0,1,0,0,0,0,0
10056,15,44,2018-11-06,2018-12-03,150,18,39,1,15,0,0,7,6,5,3,6,0,7,0,15
10057,5,7,2019-07-17,2019-07-24,40,1,13,1,2,0,2,0,1,0,0,0,0,7,0,11
10058,67,119,2019-02-21,2019-09-02,0,3,66,20,35,0,4,0,4,0,6,0,0,27,0,50
10059,6,28,2019-03-01,2019-03-08,31,5,8,1,47,0,0,2,0,0,3,1,2,0,0,2
10060,1,1,2019-07-04,2019-07-04,8,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0
10061,1,1,2019-07-25,2019-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10062,16,41,2019-08-15,2019-08-31,155,0,12,22,158,0,0,0,2,0,0,0,0,0,0,30
10063,7,15,2019-07-29,2019-08-05,94,1,14,1,37,0,0,9,0,0,0,0,0,0,0,4
10064,7,10,2019-02-21,2019-02-28,44,2,46,64,94,0,19,0,1,0,3,0,0,1,1,1
10065,2,2,2019-02-23,2019-02-27,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10066,13,16,2019-04-02,2019-06-19,72,11,18,0,0,0,1,0,0,1,2,0,0,32,0,1
10067,1,1,2019-08-31,2019-08-31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
10068,1,1,2019-02-05,2019-02-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10069,1,1,2019-08-06,2019-08-06,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
10070,1,1,2019-03-13,2019-03-13,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10071,1,1,2019-07-09,2019-07-09,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0
10072,5,6,2019-07-14,2019-08-09,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0
10073,6,8,2019-03-07,2019-05-10,7,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10074,1,2,2019-07-20,2019-07-20,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10075,10,11,2019-03-11,2019-04-08,8,0,0,16,12,0,1,0,0,0,0,0,0,0,0,0
10076,3,4,2019-03-11,2019-04-05,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0
10077,17,25,2019-03-12,2019-04-29,104,12,54,0,1,0,2,1,7,2,8,0,0,0,3,7
10078,1,1,2019-08-10,2019-08-10,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
10079,1,1,2019-07-28,2019-07-28,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
10080,1,1,2019-08-06,2019-08-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10081,16,19,2019-05-23,2019-08-01,184,19,34,0,2,0,1,2,0,0,0,0,0,2,0,4
10082,1,1,2019-08-02,2019-08-02,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10083,113,255,2019-04-19,2019-08-31,1987,61,306,42,681,0,59,22,10,43,9,7,0,3,3,622
10084,3,8,2019-06-24,2019-06-26,34,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0
10085,149,800,2019-01-28,2019-08-30,7728,447,17046,192,8992,2,1228,1502,231,129,1564,378,0,233,22,4592
10086,110,233,2019-03-28,2019-08-30,2335,52,465,14,348,0,16,4,10,3,10,12,0,3,0,279
10087,220,608,2019-01-18,2019-08-31,5559,222,1001,548,1364,1,65,90,81,55,80,59,0,37,0,195
10088,5,20,2019-03-12,2019-03-16,21,1,2,12,8,0,3,0,31,2,4,0,0,0,0,1
