hhid,ACCOUNT_TYPE,billmonth,contractdt,churn,LINE_COUNT,TOTAL_REV_AMT_MAR07,TOTAL_REV_AMT_APR07,TOTAL_REV_AMT_MAY07,TOTAL_REV_AMT_JUN07,TOTAL_REV_AMT_JUL07,TOTAL_REV_AMT_AUG07,TOTAL_REV_AMT_SEP07,TOTAL_REV_AMT_OCT07,TOTAL_REV_AMT_NOV07,TOTAL_REV_AMT_DEC07,TOTAL_REV_AMT_JAN08,TOTAL_REV_AMT_FEB08,TOTAL_REV_AMT_MAR08,TOTAL_REV_AMT_APR08,TOTAL_REV_AMT_MAY08,t2
26670307,I,May 08,04/27/2007,0,5,47.899993896,70.899963379,142.2199707,69,64.349975586,64.699951172,50.949981689,53.949981689,66.679992676,235.31994629,47.739990234,50.489990234,48.989990234,59.739990234,175.53991699,13
26670954,B,Nov 07,06/16/2006,0,4,37.489990234,35.989990234,35.989990234,37.489990234,37.489990234,38.989990234,38.989990234,35.989990234,43.489990234,35.989990234,35.989990234,35.989990234,35.989990234,38.989990234,75.879943848,17
26670977,I,Dec 07,09/28/2007,0,5,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,31,61.329986572,44.16998291,61.029998779,33.189971924,30.789993286,31.039993286,30.789993286,31.789993286,62.079986572,3
26673084,B,Jun 07,04/13/2005,1,0,29.959991455,30.259994507,30.409988403,30.559997559,,,,,,,,,,,,26
26673927,I,May 08,04/13/2006,1,0,29.329986572,28.429992676,28.429992676,29.329986572,13.169998169,28.429992676,30.229995728,38.429992676,32.129974365,36.029998779,37.629974365,33.429992676,41.229980469,38.229980469,,25
216150141,I,JAN 08,02/02/2008,0,4,27.429992676,27.429992676,31.779998779,30.729995728,35.829986572,27.929992676,34.229980469,28.629989624,27.429992676,27.429992676,44.629974365,33.829986572,67.529968262,47.129974365,37.679992676,-1
26676730,I,Dec 07,07/17/2005,1,0,52.339996338,97.189941406,50.469970703,77.779968262,71.679992676,51.889984131,51.889984131,51.889984131,0,226.32995605,,,110.64996338,93.049987793,101.57995605,29
217012507,I,FEB 08,09/09/2005,0,3,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,74.929992676,71.16998291,38,33.329986572,33.329986572,34.079986572,33.329986572,29
26679929,I,May 08,04/01/2005,0,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,37
244511554,I,Nov 07,07/01/2007,1,0,89.539978027,67.159973145,34.899993896,34.899993896,47.179992676,49.849975586,71.099975586,45.599975586,61.599975586,,,,,,,4
216038038,I,Jul 07,06/03/2006,0,2,54.41998291,31.319992065,29.219985962,32.219970703,51.579986572,30.879989624,30.879989624,32.379974365,30.879989624,104.00994873,59.949981689,54.849975586,56.649993896,57.25,14.119995117,13
26682126,I,FEB 08,01/25/2006,1,0,68.849975586,65.849975586,65.849975586,65.849975586,68.349975586,84.439941406,55.899993896,56.399993896,58.899993896,59.149993896,55.899993896,55.899993896,,,,25
26683846,I,Aug 07,12/08/2006,0,5,40,40,40,40,40,40,41.5,43,107.79998779,40,40,40,40,135.19995117,41.199981689,8
26684080,I,Dec 07,01/20/2003,0,1,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,59
26686907,I,FEB 08,02/05/2008,0,2,26.909988403,28.559997559,27.809997559,28.859985352,25.959991455,27.109985352,28.409988403,26.509994507,32.159973145,26.509994507,33.259979248,48.619995117,40.369995117,39.869995117,39.869995117,0
26692384,I,May 08,04/01/2006,1,0,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,46.949981689,,25
26693512,I,Nov 07,06/07/2007,0,4,34.989990234,48.989990234,55,96.119995117,30,30,30,52.149993896,30,30,30,30,30,30,30,5
26694640,I,Oct 07,09/17/2003,1,4,61.899993896,61.899993896,61.899993896,52.149993896,36.75,36.75,36.75,,,57.859985352,60.989990234,190.78991699,51.039978027,107.35998535,54.239990234,49
26695212,I,JAN 08,08/25/2005,1,3,20,20,26.299987793,25.399993896,20,74.50994873,20,20,20,20,,,,,,29
37547040,B,Nov 07,04/16/2002,0,6,15,20.599990845,16.5,16.199996948,16.199996948,15,15,15,15,19.5,15,15,18,15.599998474,15,67
37553562,I,FEB 08,07/10/2006,0,5,31.5,33,36,31.5,33,33.66998291,31.5,33,30,30,30,30,30,31.5,56.079986572,19
26699212,I,Mar 08,10/26/2005,1,2,18.319992065,19.539993286,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,18.319992065,,,,29
219894147,I,FEB 08,10/19/2007,0,2,83.389953613,83.389953613,104.83996582,91.389953613,86.889953613,91,91.33996582,118.23999023,112.33996582,110.83996582,96.889953613,128.18994141,92.649963379,184.98999023,110.87994385,4
26699235,I,Aug 07,07/15/2005,1,1,86.399963379,75.899963379,75.899963379,75.899963379,80.399963379,,,,155.44995117,74.349975586,55.049987793,68.949951172,87.239990234,57.599975586,54.099975586,25
42613731,I,Apr 08,,0,5,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,23.979995728,
219486121,B,May 08,12/21/2006,0,5,54.239990234,89.33996582,45.359985352,45.909973145,28.149993896,29.5,34.399993896,41.229980469,44,43.389984131,38.5,34,32.5,50,35.5,17
26724363,I,Apr 08,09/07/2006,0,4,23.429992676,27.629989624,42.329986572,24.629989624,24.329986572,23.429992676,23.429992676,23.429992676,23.429992676,23.429992676,23.429992676,23.429992676,23.429992676,46.859985352,23.429992676,19
217717967,I,JAN 08,01/19/2008,1,0,53.489990234,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,68.779968262,,,,,0
31388260,I,Apr 08,02/16/2007,0,2,81.799987793,44.649993896,44.649993896,44.649993896,44.649993896,44.649993896,44.649993896,44.649993896,44.649993896,44.649993896,44.649993896,46.139984131,46.349975586,63.819976807,61.989990234,14
31388874,I,Dec 07,09/07/2007,0,4,75,75,75,76.5,75,75,75,75,75,75,75,87.5,75,75,86.099975586,3
245215976,I,Aug 07,02/02/2007,0,1,68.899963379,0,121.72998047,61.899993896,66.399963379,4.5,119.66998291,61.899993896,61.899993896,63.399993896,61.899993896,61.899993896,63.399993896,139.7199707,137.87988281,6
31405864,B,Dec 07,03/09/2006,0,2,29.309997559,26.469985962,27.819992065,23.319992065,27.799987793,26.319992065,27.809997559,35.309997559,23.319992065,24.819992065,27.959991455,27.969985962,,,,21
31410265,I,Jun 07,06/10/2005,1,0,64.869995117,64.869995117,111.95996094,64.869995117,,,,,,,,,,,,24
32613628,B,Nov 07,05/25/2006,1,0,54.929992676,54.929992676,54.929992676,55.079986572,54.929992676,54.929992676,54.929992676,54.929992676,54.929992676,,,,,,,18
32615478,I,Oct 07,01/26/2004,1,0,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,,,,,,,,45
216949730,B,Mar 08,08/18/2007,0,7,51.449981689,49.949981689,49.949981689,49.949981689,49.949981689,80.269958496,67.139953613,56.189971924,57.689971924,56.189971924,56.189971924,56.189971924,94.649963379,59.229980469,59.229980469,7
37521150,I,FEB 08,12/01/2004,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,340.45996094,38
218218244,I,Apr 08,03/17/2007,0,1,35,101.04998779,45.939971924,45.939971924,45.939971924,45.939971924,45.939971924,45.939971924,45.939971924,45.939971924,97.879943848,77.359985352,45.939971924,110.61999512,106.57995605,13
243922440,I,May 08,03/28/2006,1,0,20,20,20,26,20,20,41.599975586,20,20,20,20,20,20,20,,26
37540234,I,Dec 07,08/04/2006,0,1,108.75994873,40.839996338,38.449981689,38,38,38,38,38,38.399993896,39.989990234,39.989990234,39.989990234,39.989990234,60.569976807,39.989990234,16
37546722,B,Dec 07,12/14/2004,1,4,54.339996338,54.339996338,54.339996338,54.339996338,54.339996338,54.339996338,54.339996338,339.09985352,54.339996338,,,42.649993896,39.989990234,39.989990234,39.989990234,36
37546875,I,FEB 08,10/18/2007,0,3,50.389984131,48.889984131,48.889984131,51.889984131,51.889984131,48.889984131,53.389984131,50.389984131,48.889984131,48.889984131,48.889984131,48.889984131,69.889953613,54.889984131,57.889984131,4
244880499,I,JAN 08,05/27/2004,1,0,19.969985962,20.119995117,21.469985962,24.599990845,24.469985962,21.969985962,24.469985962,19.969985962,19.969985962,19.969985962,19.969985962,,,129.43994141,117.13995361,44
37555347,I,May 08,06/17/2006,0,2,55.949981689,60.449981689,60.439971924,112.12994385,39.5,44,38,38,39.5,38,38,39.5,39.5,79,79,23
218780215,B,Mar 08,06/17/2005,0,5,0,158.2199707,62.659973145,62.659973145,62.659973145,62.659973145,67.25,67.25,67.25,67.25,67.25,67.25,119.75,92,74.399963379,33
37556024,I,Apr 08,12/15/2005,0,1,107.79998779,96.699951172,110.59997559,92.799987793,104.79998779,366.29980469,356.5,109.40997314,151.79992676,95.75,124.69995117,127.63995361,146.83996582,205.47998047,98.75,28
37557325,I,Oct 07,10/19/2005,1,0,18.299987793,15,16.199996948,15,15,17.699996948,67.649963379,58.969970703,,,,,,,,24
37559935,I,Dec 07,10/24/2006,0,4,71.239990234,51.899993896,51.899993896,51.899993896,89.729980469,82.229980469,51.899993896,51.899993896,51.899993896,54.899993896,53.399993896,80.559997559,86.139953613,113.77996826,56.889984131,14
37560483,I,Dec 07,03/20/2006,0,3,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,73.269958496,146.53991699,73.269958496,21
243015087,I,Mar 08,10/18/2005,1,0,35,35,35,35,35,35,35,35,35,35,35,35,,,,29
37779419,I,Sep 07,08/25/2006,0,1,61.119995117,60.869995117,60.869995117,60.869995117,60.869995117,60.869995117,49.949981689,49.949981689,49.949981689,50.149993896,49.949981689,50.699981689,49.949981689,49.949981689,49.949981689,13
37779895,I,Mar 08,02/09/2006,1,0,23.309997559,23.309997559,23.309997559,24.509994507,23.309997559,23.309997559,23.309997559,23.309997559,23.309997559,23.309997559,23.309997559,23.309997559,,,,25
37780187,I,FEB 08,02/12/2005,1,0,100.89996338,100.89996338,100.89996338,100.89996338,100.89996338,100.89996338,100.89996338,100.89996338,100.89996338,100.89996338,102.39996338,55.899993896,55.899993896,55.899993896,137.39990234,36
37780875,I,Jul 07,07/04/2005,1,0,49.949981689,49.949981689,50.099975586,49.949981689,,,,,,,18.289993286,46.939971924,46.939971924,59.929992676,50.689971924,24
37781430,I,Oct 07,07/16/2004,1,0,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,42.439971924,94.349975586,,,,,,,,,39
243567154,I,Oct 07,11/22/2005,1,0,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,,,,44.539978027,53.989990234,31.609985352,39.559997559,38.509979248,23
39042222,I,JAN 08,01/12/2008,0,2,34.989990234,34.989990234,34.989990234,36.489990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,47.589996338,34.989990234,34.989990234,34.989990234,34.989990234,0
39063238,I,FEB 08,07/10/2007,1,0,35,35,35,35,35,35,35,35,35,35,35,,,,137.54992676,7
39083285,I,JAN 08,12/23/2005,1,0,25,25,34,25,25,25,25,35.799987793,28.599990845,25,,,,,,25
39109489,I,FEB 08,11/28/2006,0,8,75.75,89.549987793,80.099975586,82.199951172,84.299987793,94.649963379,78.349975586,72.349975586,145.82995605,89.659973145,86.459960938,96.659973145,78.399963379,48.75,71.41998291,15
39111340,I,JAN 08,07/08/2002,0,2,47.449981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,66
41466807,I,JAN 08,12/31/2005,1,0,51.75,60.599975586,55.199981689,53.099975586,54.889984131,53.75,60.049987793,68.049987793,61.349975586,79.75,75.549987793,,,,,25
41485251,I,Apr 08,10/25/2006,0,5,43.389984131,44.889984131,41.889984131,44.889984131,65.299987793,41.889984131,41.889984131,41.889984131,41.889984131,44.889984131,54.509979248,41.229980469,42.729980469,36.729980469,30.779998779,18
41485445,I,Sep 07,06/30/2007,0,3,62.91998291,66.819946289,82.119995117,79.869995117,137.26989746,116.66998291,98.969970703,89.069946289,99.269958496,127.27996826,174.31994629,95.969970703,98.969970703,166.30993652,124.45996094,3
41487464,I,Sep 07,01/26/2007,0,2,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,54.91998291,65.899963379,54.91998291,8
41489470,I,Mar 08,12/05/2007,0,2,24.969985962,26.469985962,26.469985962,24.969985962,24.969985962,24.969985962,24.969985962,24.969985962,24.969985962,57.099975586,54.939971924,54.939971924,54.939971924,54.939971924,175.20996094,3
41490097,I,JAN 08,01/05/2007,0,2,41.519989014,82.16998291,47.069976807,34.319976807,37.769989014,43.819976807,70.519958496,55.619995117,36.41998291,34.91998291,34.91998291,43.41998291,79.91998291,37.319976807,484.01977539,12
244661254,I,Nov 07,,0,5,26.949996948,26.949996948,26.949996948,26.949996948,26.949996948,26.949996948,26.949996948,27.699996948,6.1599998474,25.989990234,29.239990234,25.989990234,25.989990234,25.989990234,25.989990234,
217695515,I,JAN 08,12/27/2006,0,2,69.91998291,47.389984131,45.289978027,47.989990234,45.139984131,45.589996338,45.589996338,45.789978027,47.689971924,45.189971924,45.789978027,45.789978027,45.589996338,46.189971924,48.289978027,13
41510808,I,Nov 07,06/19/1998,1,0,14.949996948,14.949996948,15.13999939,14.949996948,17.609985352,14.949996948,22.549987793,14.949996948,,,56.769989014,56.439971924,54.939971924,17.909988403,0,113
219720076,B,Nov 07,08/23/2002,0,5,43.66998291,59.5,70.729980469,49.349975586,36.349975586,36.199981689,87.41998291,49.449981689,28.789993286,43.319976807,26.989990234,71.189941406,62.789978027,33.389984131,32.189971924,63
41511043,I,Oct 07,05/21/2001,0,2,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,15.049995422,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,77
41511187,I,Apr 08,11/29/2006,0,3,33.75,32.549987793,54.149993896,19.949996948,43.339996338,39.899993896,68.159973145,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,37.579986572,17
41511448,I,Jun 07,07/01/1998,0,2,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,12.949996948,107
41512876,I,Oct 07,02/21/2004,1,0,20,20,20,20,20,20,20,,,70.83996582,67.199951172,107.54998779,60.549987793,87.969970703,50.599975586,44
41513100,I,Aug 07,08/06/2005,1,1,23.149993896,32.799987793,41.099975586,20,20,,,,75.979980469,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,24
41515126,I,FEB 08,10/08/2007,1,1,63.449981689,56.699981689,56.849975586,60.75,64.649963379,65.349975586,62.549987793,58.449981689,61.949981689,65.549987793,78.649963379,138.29992676,,,88.25,4
41647753,I,Jun 07,01/26/2004,0,2,35,36.599975586,53.66998291,35,35,35,35,35,54.599975586,40.949981689,40.949981689,35,35,35,35,41
41696954,I,Jun 07,02/03/2006,0,4,34.899993896,72.869995117,44.149993896,100.93994141,70.879943848,41.049987793,138.5,65.849975586,90.779968262,58.349975586,63.599975586,308.27978516,59.849975586,61.349975586,59.099975586,16
41698068,I,Jun 07,12/22/2006,0,2,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,47.329986572,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,6
41699728,I,Nov 07,10/18/2005,0,1,46.129974365,44.929992676,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,59.979980469,29.989990234,29.989990234,29.989990234,32.059997559,29.989990234,29.989990234,25
41752081,I,Nov 07,03/31/2006,0,2,52.929992676,50.099975586,49.949981689,49.949981689,53.139984131,51.5,49.949981689,50.149993896,103.43994141,49.949981689,109.14996338,49.949981689,107.73999023,142.19995117,149.37988281,20
41786795,B,Oct 07,11/08/2006,0,5,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,11
218513023,B,May 08,09/07/2007,0,8,16.239990234,16.239990234,18.039993286,16.239990234,16.239990234,21.339996338,37.75,27.699996948,27.5,27.5,29.199996948,28.099990845,27.699996948,30.899993896,35.299987793,8
41804881,B,Nov 07,08/01/2007,1,0,65.309997559,39.989990234,39.989990234,103.31994629,79.989990234,68.319946289,49.989990234,49.989990234,49.989990234,,,140.37988281,69.939941406,59.989990234,72.889953613,3
41806402,I,May 08,12/03/2005,1,0,25.949996948,25.949996948,26.25,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,25.949996948,,29
218768232,I,FEB 08,04/12/2005,1,0,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,40.149993896,39.949981689,39.949981689,39.949981689,39.949981689,,,,,34
41806636,I,Mar 08,12/17/2005,0,4,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,23.319992065,27
218882394,B,Dec 07,07/25/2007,0,3,24.419998169,70.469970703,48.719970703,44.219970703,36.569976807,31.839996338,27.539993286,29.939987183,27.939987183,26.569992065,33.369995117,31.339996338,47.469970703,55.339996338,51.969970703,5
245313717,B,Oct 07,06/28/2006,0,4,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,72.439941406,82.399963379,135.88989258,16
245313717,B,Oct 07,01/20/2006,0,4,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,22.489990234,24.489990234,22.489990234,22.489990234,27.799987793,25.439987183,22.489990234,21
44646152,I,Jun 07,07/26/2000,1,2,18.319992065,18.319992065,18.319992065,,,76.449951172,57.639984131,55.939971924,69.769958496,55.939971924,58.939971924,57.439971924,57.439971924,114.87994385,105.61999512,83
44854391,I,Jul 07,11/19/2004,1,0,108.84997559,97.849975586,95.149963379,105.14996338,68.549987793,61.899993896,59.899993896,97.559997559,58.299987793,56.299987793,60.679992676,57.899993896,58.5,58.199981689,60.899993896,32
44855601,I,Jul 07,04/11/2006,0,4,45.389984131,42.539978027,29.489990234,46.289978027,56.949981689,40.939971924,40.939971924,40.939971924,40.939971924,41.939971924,40.939971924,40.939971924,40.939971924,52.269989014,41.91998291,15
217666560,B,JAN 08,01/03/2008,0,2,32.409973145,32.549987793,31.009994507,38.509979248,34.259979248,35.25,33.759979248,37.899993896,30.209991455,29.509994507,150.56994629,112.0199585,114.15997314,111.31994629,113.91998291,0
44856453,I,Mar 08,01/21/2006,0,4,20.949996948,20.949996948,22.149993896,162.59997559,29.349990845,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,42,22.5,22.5,,,26
44856505,I,Nov 07,06/07/2006,0,2,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,17
46746695,B,Nov 07,,1,0,9.9499969482,9.9499969482,9.9499969482,9.9499969482,9.9499969482,9.9499969482,9.9499969482,9.9499969482,,,,151.5,56.539978027,149.10998535,272.25,
46747282,I,Sep 07,04/01/2006,0,1,43.309997559,49.709991455,43.309997559,43.309997559,67.049987793,63.599975586,96.179992676,130.67993164,60.299987793,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,17
46749278,I,Jul 07,02/20/2003,1,0,40.939971924,40.939971924,40.939971924,45.719970703,41.989990234,,,,,,,,,,,53
46749590,I,JAN 08,01/31/2006,0,1,59.489990234,61.589996338,61.889984131,56.939971924,57.439971924,57.189971924,57.189971924,59.189971924,50.439971924,81.019958496,50.689971924,132.93994141,64.939941406,65.189941406,133.03991699,24
46750307,I,Mar 08,03/10/2006,1,0,63.209991455,63.209991455,63.209991455,63.209991455,63.209991455,65.209960938,63.209991455,63.209991455,63.209991455,63.209991455,63.209991455,63.209991455,63.209991455,,,24
46854783,I,Apr 08,05/20/2005,1,0,40,40,40,40.149993896,40,40,40,40,40,40,40,40,40,40.199981689,,35
46854937,I,Oct 07,07/01/2004,1,0,137.19995117,148.64990234,151.75,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,,,,2.3999996185,1.9199991226,2.7699985504,2.7299995422,39
46855772,I,Jul 07,05/14/2005,0,4,30.949996948,32.75,30.949996948,30.949996948,30.949996948,31.149993896,31.149993896,30.949996948,55.449981689,30.949996948,30.949996948,30.949996948,30.949996948,30.949996948,29.75,26
46855978,I,JAN 08,10/19/2005,1,0,16.5,15,16.199996948,18.149993896,54.439971924,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,,,,182.20996094,62.389984131,27
46856592,I,JAN 08,04/03/2004,1,0,20,20,20,20,20,20,20,20,20,20,20,,,,,45
46857318,I,FEB 08,01/02/2007,0,3,41.269989014,27.219985962,193.41992188,19.819992065,25.819992065,18.319992065,18.319992065,21.319992065,22.219985962,48.889984131,29.669998169,26.669998169,26.669998169,79.099975586,26.669998169,13
46857323,I,Mar 08,,1,0,35,35,35,35,35,35,35,35,35,35,35,35,,,,
47045337,I,JAN 08,10/24/2007,0,3,140.73999023,107.57995605,160.53991699,51.799987793,45.889984131,188.15991211,45.889984131,57.5,57.089996338,57.839996338,62.359985352,214.04992676,55.839996338,137.31994629,56.089996338,3
47046255,I,Dec 07,07/23/2004,1,0,40,70.799987793,40,40,40,40,48,40,40,1.3299999237,,,97.369995117,216.78991699,44.079986572,41
47046397,I,Mar 08,06/05/2004,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,,,45
47047706,I,Dec 07,02/17/2007,0,4,61.189971924,78.939941406,45.939971924,55.859985352,51.889984131,51.889984131,51.889984131,56.389984131,51.889984131,46.409973145,41.91998291,41.91998291,41.91998291,41.91998291,41.91998291,10
47047890,I,Jul 07,08/05/2000,1,2,22.949996948,22.949996948,22.949996948,22.949996948,,,,,,,,,,,,83
47048650,I,Jul 07,11/18/2005,0,3,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,20
47050360,I,Jun 07,07/09/2004,1,0,54.929992676,54.929992676,54.929992676,,,,,,,,,,,,,35
47051594,I,Dec 07,01/29/2002,0,2,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,39.949981689,71
47051722,I,Dec 07,03/29/2006,0,2,23.319992065,24.819992065,24.969985962,32.319976807,23.319992065,23.319992065,24.819992065,23.319992065,23.319992065,53.659973145,52,52,52,52,52,21
47053005,I,Jun 07,09/27/2004,1,0,31.769989014,25.769989014,24.569992065,24.269989014,,,,,,,,,,,,33
47053756,I,JAN 08,12/18/2007,0,2,20,20,20,20,20,20,20,20,20,20,89.909973145,49.949981689,49.949981689,49.949981689,49.949981689,1
47053805,I,May 08,07/06/2007,0,4,36.939971924,38.439971924,36.939971924,36.939971924,36.939971924,37.139984131,36.939971924,38.439971924,38.639984131,37.139984131,38.439971924,36.939971924,36.939971924,36.939971924,43.409973145,10
47066877,I,FEB 08,12/31/2004,0,4,31,31,31,31,31,32.5,31,31,31,31,31,31,31,31,53.549987793,38
47067599,I,Jul 07,04/22/2005,1,0,64.66998291,35,35,35,35,,,,,,,,,,,27
218118725,B,JAN 08,01/03/2007,0,5,33.329986572,34.269989014,31.419998169,50.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,35.989990234,35.989990234,35.989990234,77.389953613,35.989990234,12
47069926,B,May 08,10/03/2006,0,9,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,45.549987793,167.80993652,45.549987793,45.549987793,45.549987793,19
47070510,I,Nov 07,11/10/2005,1,0,20,20,20,20,20,20,20,20,,,,59.069976807,228.36999512,168.31994629,299.58984375,24
47071611,I,Oct 07,10/18/2005,0,1,53.269989014,61.269989014,53.269989014,53.269989014,53.41998291,53.269989014,53.269989014,87.969970703,39.989990234,40.389984131,39.989990234,39.989990234,39.989990234,39.989990234,40.189971924,24
47073410,I,FEB 08,03/14/2000,0,1,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,19.949996948,95
47093487,B,Apr 08,01/25/2001,0,6,20,20,31.719985962,20,20,25.099990845,21.799987793,20,20,20,20,20.849990845,20,20,44.379974365,87
47094176,I,Dec 07,07/26/1999,1,0,35,35,35,35,35,35,35.899993896,35,35,,,,,,,101
243211313,I,Mar 08,01/22/2008,0,3,27.119995117,25.919998169,25.919998169,28.919998169,19.969985962,19.969985962,22.819992065,18.319992065,27.319992065,19.819992065,99.319946289,59.789978027,30.189987183,32.989990234,31.589996338,2
47173605,I,May 08,03/22/2008,0,4,50,53,50,50,50,53,50,50,80,80.599975586,50,50,35.969970703,27.5,27.5,2
47708233,I,FEB 08,01/28/2008,0,4,61.899993896,66.399963379,61.899993896,63.399993896,61.899993896,63.399993896,61.899993896,61.899993896,61.899993896,66.399963379,61.899993896,63.399993896,64.899963379,61.899993896,61.899993896,1
47708360,I,May 08,10/16/2004,1,0,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,26.049987793,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,20.949996948,43
47709878,I,Mar 08,02/17/2001,0,3,26.669998169,46.009979248,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,37.939971924,85
243951146,I,Aug 07,02/14/2005,1,0,45.899993896,45.899993896,45.899993896,45.899993896,45.899993896,,,,,,,,,,,30
47711134,I,Mar 08,12/28/2007,0,2,50.25,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,56.91998291,44.939971924,44.939971924,44.939971924,44.939971924,3
47711138,I,Nov 07,12/16/2005,0,2,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,23
47787326,I,May 08,12/02/2005,1,0,72.799987793,69.799987793,88.099975586,257.29980469,73,63.099975586,65.899963379,63.299987793,63.299987793,61.099975586,73.099975586,64.699951172,69.899963379,63.099975586,133.79992676,29
47787490,I,Mar 08,01/26/2008,0,1,61.489990234,66.139953613,66.439941406,62.689971924,76.489990234,67.689941406,61.489990234,65.08996582,64.189941406,64.689941406,63.189971924,61.389984131,61.489990234,63.989990234,129.37988281,2
47788496,I,JAN 08,05/17/2007,0,3,35.959991455,35.959991455,35.959991455,50.219970703,47.409973145,45.909973145,45.909973145,49.409973145,47.909973145,47.909973145,47.909973145,89.939941406,47.909973145,47.909973145,98.819946289,8
47788780,I,Apr 08,05/08/2001,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,0,,83
